MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,HousePrice
6.037732284167628,30.16548497997706,7.545090609106956,1.4275990916344365,898.0707466731362,3.5351438644542776,34.83743523152525,-116.70023873508676,2.0971379597673705
4.124898524229592,13.35755472952188,6.135290694721981,1.2362580921711057,1222.1634138174527,4.761200866809617,40.3014045322272,-117.29780954580326,1.334814082654395
6.610194792939146,43.77969618254872,4.241119643283232,2.079212279109729,434.0083607067834,2.86778237677059,35.170399307843425,-120.83344095657466,2.4565498543783817
11.1765508997417,25.50852706933856,3.2633966241055083,1.7075759038745113,776.0361999078027,1.5792766061419587,34.916779019575756,-123.8079683790607,4.107870721838862
3.894276749466996,33.79000181327416,5.975133587221267,1.5740899583154018,2187.786429922758,2.248214518264512,38.0141812410159,-121.37232882604388,1.1288245439146727
3.8943151108696408,41.49818421731313,4.657441967083694,1.6681297221518885,668.8310398937354,2.8412334705129796,33.78226039458169,-116.13600610287844,1.0932798932044674
11.55973211235997,46.66107800863958,4.840999002624294,1.921935360006977,211.17875722220774,3.017289049110934,36.059151081140264,-119.94691877434097,4.039603463660607
7.102599455196514,38.33516695053639,8.573844195647595,1.5188989711097418,1370.2897637628598,3.8272037508234384,37.29252024737969,-117.32256983952607,2.6676626155897445
3.381486373955921,8.587197385710692,9.464704894050513,1.443105532349394,469.2084996636032,2.9197554415010467,40.968521813492345,-118.09273601083717,0.7477522956786289
6.206120770713275,44.58115084887511,3.339607728380918,1.2687254425671155,1747.9452548132529,2.555639255569529,36.14016168365347,-117.51408860458453,2.4960654605428463
3.393797104261524,32.54747370914082,5.032051519066204,1.3286402535010446,682.3015807162176,2.352645179881604,32.92068488670503,-116.78789567739791,0.746537423757253
3.3890923692431723,32.08193767739395,4.603044497629055,1.5388702211785463,1574.6945696803432,2.866338950195802,40.276319198541096,-115.62851099392637,1.7180321786768098
5.181928907591724,47.988368550051,6.208774023945596,2.0440536628791746,1104.3597608141565,3.1679667645812417,38.354688429146194,-122.20239818507994,1.492645677579643
1.4219538167840924,13.690409338960038,2.211097335965646,1.4892956816583627,2435.771350749022,3.245917298569597,38.96287769900881,-123.83098197795879,0.15
1.5920926779049291,13.218968543195698,3.0515962244070334,1.7369283841076126,1740.7568676084416,3.686722140200577,33.354567637347046,-119.14067332947819,0.15
3.1983257905971487,27.172871289443055,5.222634806664871,2.0645324514893146,180.4027161578938,3.2748738741278607,34.18163170187194,-115.21535083659606,0.8180003735693906
2.4407401361576513,39.29401639327812,7.496573741703789,1.7795361410274697,102.14241478545152,1.9133581533232134,37.703156236566755,-122.92478812190664,0.8964527096885229
5.41161949159062,23.809276119653966,5.641309926314906,2.446701603029598,615.8762568983041,2.0148992829095977,34.41615684492039,-114.97415013072049,1.748399820362913
2.5991528231664476,33.328460884512516,7.160664824337181,1.671213661263728,1214.177470750779,2.6708468070275573,40.27301153463962,-115.66218081971928,0.3050823655561203
1.920561861059882,24.07876093535866,5.923475480682802,1.5977618601386454,322.034770540757,2.7007551598413473,32.7316333762948,-114.66436865869207,0.5790829530150353
10.79830590688781,32.129746204835406,9.12041976141179,1.52754657450474,1038.630507729119,4.613992117765082,40.26901583279424,-121.38634422766405,3.5788062748638443
3.913899610061105,42.935377433299266,9.918037008748142,2.4558305830381846,995.7775731091167,2.313241343461768,36.912899127833626,-120.17620474004633,0.9736838935079322
4.667002127429453,10.20431150063709,4.0382637919479105,2.1041043738539913,618.3250387298182,3.531546306479716,38.10027615019365,-115.97958464245063,0.9780031415926835
1.9062750233142018,36.464305234305186,7.794810064708211,1.2313685788014894,352.6082933429682,4.869306742236832,34.38913435185575,-121.52679747941352,0.612844655592245
3.2328702511326273,41.15871270624735,6.707644320586623,2.514358432052067,239.99666975730258,3.695309610927854,36.19070545018203,-114.53870323971647,0.68721489951286
4.790110853393531,23.802681781570907,14.907541979851386,1.8213829764620804,7936.073251793468,4.016740808271311,37.966084653342776,-122.99575079001781,0.6300254839074592
2.2465683036659994,17.484912430460568,3.978345352977282,1.6918272039071047,79.78017392331981,4.666534942917768,34.02025931908592,-120.94099004212482,0.982729776367363
5.614872107573956,1.6907605201445062,5.224221479377901,1.8287911215534425,192.70438081757464,3.425986251910194,36.205543154515894,-119.70399753918711,2.033824319059749
3.1255703734844134,41.65235613903877,3.622232493544902,1.361030904265649,8959.419013370894,3.8451161027686935,38.918479295265904,-122.28268811928677,1.1966097112637408
3.7621242204512466,17.724871610835393,3.7092344482988273,1.7149412827777335,236.74430388840184,3.085303746056126,41.07944287682095,-123.72206356830112,0.741809737218964
3.1235682951710406,19.22278293981056,6.386750490833628,1.5500084565832493,378.93293916973835,5.299777194726349,34.94151896771787,-115.47592954708173,0.9859912371531337
13.617652250352142,18.136314318039425,5.943019682244943,1.53408061945144,1313.0055510251734,3.3690022227867353,39.711194190587776,-121.11900926487627,4.735737295915344
4.445541417041245,26.435705871429246,6.797673610630627,1.9972540386960842,1076.0694975035835,2.4298906181317927,33.715675367405574,-118.62845787559188,1.236460648958331
2.3758931801167904,36.82747823417293,6.73893223980043,1.5637805691308702,1035.9376443830138,2.3448569733661775,34.287496397505635,-122.47142767380184,0.7494478029000502
7.341380817889543,40.365019681026055,4.981566993492985,1.6819065101471042,2967.2767139235752,2.593816623385108,40.20376977245041,-116.93981433747773,3.347725376944695
2.1543602463053775,21.021106740561073,4.967836197255797,1.7604120732226733,255.17562429253863,1.893459023706909,40.69104696880944,-123.25558131080527,0.7694112419357988
5.080035028816079,34.818203787303624,3.7124071993608485,1.9911678371839716,792.3138544978751,4.687775718901567,37.650865008177554,-117.20077033481526,2.264140756691299
1.3829209956011614,37.754896763837074,4.135210682833528,2.124645471912886,630.3675875628418,4.689262569090402,34.08202375245824,-117.81418579426743,0.28123283644612324
2.0199815357650017,16.14278391554646,5.350977686631531,1.6536163759273221,276.15733086620395,3.9671464325324033,34.25298989071107,-118.37586505163137,0.43235804281880374
5.043582996562879,5.927694946391757,5.922815083521604,1.5285890729397722,737.8581646703725,3.06218771018251,41.490655628140416,-117.46843237061798,1.7174654741159772
6.980216601296981,46.62795175286759,7.274064084736118,2.412730483652912,1164.8422472790255,2.20031885892252,37.77589552208825,-121.7059604456461,2.539076466098619
4.967024500228839,35.53291456086124,6.9834583795337615,0.984064137011081,1193.7861631675714,2.5371955319881723,35.46659955294717,-118.28552234492507,1.1554207177711937
4.181253285095075,34.053630852690866,10.204519457502041,1.9610456326206687,1938.0471171044662,3.5058421955148686,38.09192803316288,-123.95495480362389,0.6029636547756544
3.7409432392866506,4.004028275810877,3.709602629758104,1.6018984035121115,639.0532511855602,2.674302161752151,35.12859452715202,-121.72179461501484,0.749321349828869
1.8457520429185859,42.71152593270025,4.987654881867673,1.8479945466116954,242.89570500108073,3.002537046998427,39.53118816597206,-118.00153514599774,0.7291431429481775
2.90982655106851,29.86876196038871,3.841558630170805,1.6622410922866229,166.654288980841,2.041520035062671,34.139126222025084,-119.86422359693758,0.656461806352866
3.399460482537118,44.242105283195876,9.124059518990322,2.13037245380384,419.300929044195,2.2359467633881223,35.08636660691076,-124.08986772039447,1.2447528105000552
8.450903305639434,50.702620370574834,4.477256384816997,1.7928828397855971,171.97300765550284,2.543957646730639,39.328460908502535,-118.37578224035434,3.7454756549921644
5.507831418533584,49.81211636489235,8.688592696343143,1.2408669672505854,326.78221486956886,4.193545548353656,32.97450634399571,-115.96084460375943,1.4946861841701737
1.556089443047319,44.660556665900586,9.787582138742811,1.2297447896068074,204.01274450903253,3.2148582832711172,41.95210352780066,-124.29058468174259,0.8521625892043667
5.443653211084538,1.558316065399814,6.458355929873565,1.5793144899446887,345.566297990726,2.3988385215966743,35.66620072337897,-117.40543224112463,1.6167209950843282
3.5571178766074367,46.17208762008478,6.15474624352792,1.8617675340092594,3957.8085777943866,2.700017881826086,39.125880111001194,-122.07468554294994,0.9143745062780431
2.985737544223495,4.828178005209921,5.55922137614269,2.1413609502225777,587.9577018819982,4.571019203872002,33.28639710952981,-123.24157592046161,0.9535076264720845
6.468898025057603,44.41089247901513,4.821849583790477,1.442125352215384,3204.41951550655,3.7259133494911034,37.888194537648616,-118.92790811609319,2.2363432867473403
8.319479672359414,15.288877499192806,4.595355384890181,1.0594218450750232,1009.9687039809718,2.2254342275794046,37.589430336851606,-117.94340754546012,3.6212143578268954
7.836310087527117,32.113485265201746,5.160499156208912,1.797175376267212,356.9427018301612,3.1466164162408266,35.00526894649109,-123.74225618931598,2.6582013700756595
2.708701817719822,2.9414797886438633,11.356058115397575,1.6627493638972242,587.9867494256395,3.13342967874898,35.804358175235414,-123.94647527912188,0.15
